"SWIMZONE","LOCALZONE","LOCALPCT","SWIMPCT"
2467,1120,100,13.61824001797
2468,1109,100,13.822434875066
2468,1110,98.629283489097,28.052454368244
2468,1123,100,15.062909799752
2468,1193,100,26.581605528974
2468,1126,100,16.480595427964
2469,1113,48.717948717949,0.090822179732
2469,1114,100,7.260566193887
2469,1115,100,25.727005507834
2469,1117,100,9.512428298279
2469,1118,100,7.982791586998
2469,1121,100,15.487571701721
2469,1122,100,33.938814531549
2470,1146,97.59594745428,29.545900711995
2470,1148,100,16.574244381986
2470,1149,100,22.301735559859
2470,1150,100,4.86583321306
2470,1151,100,5.930234228417
2470,1152,100,20.679791155505
2470,1163,0.884887657741,0.102260749178
2471,1153,100,39.564300773014
2471,1154,100,34.826743416973
2471,1155,100,12.860154602952
2471,1156,100,12.748801207061
2472,1157,100,20.049504950495
2472,1158,100,76.670792079208
2472,1160,70.27027027027,3.217821782178
2472,1167,1.388888888889,0.061881188119
2473,1166,100,41.023339317774
2473,1167,98.611111111111,6.373429084381
2473,1168,100,45.24236983842
2473,1169,100,7.360861759425
2474,1163,99.115112342259,11.770027138406
2474,1164,100,21.09394274436
2474,1165,100,19.166841802283
2474,1171,0.181855081451,0.098380528575
2474,1172,90.409074142383,17.089276522385
2474,1173,100,30.781531263991
2475,1170,100,23.351548269581
2475,1171,99.818144918549,37.770098447245
2475,1172,9.590925857617,1.268022911317
2475,1174,100,7.402820134321
2475,1175,100,30.134650492545
2475,1181,7.142857142857,0.072859744991
2476,1194,100,14.938235990247
2476,1195,96.552646944336,6.607232655859
2476,1176,100,28.741720102491
2476,1180,100,0.415542941241
2476,1181,92.857142857143,0.900343039355
2476,1182,100,8.761030344494
2476,1183,100,11.600573776307
2476,1184,97.099215246637,7.49816937463
2476,1186,100,5.748344020498
2476,1187,100,2.146971863078
2476,1188,100,5.679086863625
2476,1189,100,5.0904010302
2476,1190,100,1.80068607871
2476,1191,1.269597818678,0.071661919265
2477,1258,24.207338795867,7.514171376409
2477,1257,98.488529014845,8.672149001932
2477,1195,3.447353055664,0.461428317253
2477,1177,100,15.603583463481
2477,1178,100,9.390925364408
2477,1179,100,29.12383619746
2477,1184,2.900784753363,0.438145237025
2477,1185,100,8.466574628497
2477,1191,2.539195637355,0.280337693255
2477,1192,100,20.04884872028
2479,1260,100,18.471259219068
2479,1259,100,19.193548387097
2479,1258,75.792661204133,22.818180097538
2480,1257,1.511470985155,0.126380702118
2480,1256,100,23.669300068127
2480,1254,100,25.888296949514
2480,1255,100,7.65393127203
2480,1191,96.191206543967,10.084644039443
2483,1237,28.978546269613,0.854612072222
2483,1140,100,5.487459394123
2483,1141,100,7.660345999849
2483,1142,100,1.694114980736
2483,1143,100,4.787716249906
2483,1144,100,9.612261086349
2483,1145,100,23.854536526402
2483,1146,2.40405254572,0.528820729773
2483,1147,100,15.431177759311
2483,1161,99.040307101727,19.003550653471
2483,1162,100,11.085404547858
2485,265,100,10.346123492052
2485,266,100,0.859859446052
2485,267,100,0.868127325341
2485,268,100,2.521703183134
2485,304,4.040691955952,2.273666804465
2485,320,100,10.500206696982
2485,321,100,15.874328234808
2485,322,100,0.256304257958
2485,1220,83.127160269238,39.768499379909
