RT,SERIALNO,DIVISION,PUMA,REGION,ST,ADJHSG,ADJINC,WGTP,NP,TYPE,ACR,AGS,BDS,BLD,BUS,CONP,ELEP,FS,FULP,GASP,HFL,INSP,MHP,MRGI,MRGP,MRGT,MRGX,RMS,RNTM,RNTP,SMP,TEL,TEN,VACS,VAL,VEH,WATP,YBL,FES,FINCP,FPARC,GRNTP,GRPIP,HHL,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXP,WIF,WKEXREL,WORKSTAT,FACRP,FAGSP,FBDSP,FBLDP,FBUSP,FCONP,FELEP,FFSP,FFULP,FGASP,FHFLP,FINSP,FKITP,FMHP,FMRGIP,FMRGP,FMRGTP,FMRGXP,FMVP,FPLMP,FRMSP,FRNTMP,FRNTP,FSMP,FSMXHP,FSMXSP,FTAXP,FTELP,FTENP,FVACSP,FVALP,FVEHP,FWATP,FYBLP,WGTP1,WGTP2,WGTP3,WGTP4,WGTP5,WGTP6,WGTP7,WGTP8,WGTP9,WGTP10,WGTP11,WGTP12,WGTP13,WGTP14,WGTP15,WGTP16,WGTP17,WGTP18,WGTP19,WGTP20,WGTP21,WGTP22,WGTP23,WGTP24,WGTP25,WGTP26,WGTP27,WGTP28,WGTP29,WGTP30,WGTP31,WGTP32,WGTP33,WGTP34,WGTP35,WGTP36,WGTP37,WGTP38,WGTP39,WGTP40,WGTP41,WGTP42,WGTP43,WGTP44,WGTP45,WGTP46,WGTP47,WGTP48,WGTP49,WGTP50,WGTP51,WGTP52,WGTP53,WGTP54,WGTP55,WGTP56,WGTP57,WGTP58,WGTP59,WGTP60,WGTP61,WGTP62,WGTP63,WGTP64,WGTP65,WGTP66,WGTP67,WGTP68,WGTP69,WGTP70,WGTP71,WGTP72,WGTP73,WGTP74,WGTP75,WGTP76,WGTP77,WGTP78,WGTP79,WGTP80
H,2.01E+12,9,600,4,41,1031543,1039407,5,1,1,1,0,3,2,2,0,100,2,2,30,1,1500,0,1,1200,1,1,5,0,0,0,1,1,0,14,1,1200,2,0,0,0,0,0,1,4,132000,0,4,4,4,1,1,4,0,0,0,0,0,13,0,1,0,0,0,0,1,1430,3,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,5,5,2,1,4,2,9,1,8,6,8,8,5,5,5,6,6,10,5,1,11,7,5,4,1,5,4,5,5,1,6,6,9,8,1,2,6,1,5,9,1,1,5,5,9,5,6,5,5,10,5,5,1,2,8,7,9,5,1,5,5,5,6,7,6,8,1,8,2,5,1,1,5,5,6,5,2
H,2.01E+12,9,600,4,41,1031543,1039407,18,1,1,0,0,1,6,0,0,30,1,2,3,3,0,0,0,0,0,0,3,2,200,0,1,3,0,0,0,1,5,0,0,0,230,33,1,6,8300,0,4,4,4,1,1,5,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,19,5,17,16,21,6,17,4,39,14,32,21,16,15,29,26,5,21,17,15,5,18,6,6,29,18,32,15,18,31,18,33,5,4,17,14,15,30,29,5,16,30,17,16,17,29,17,33,6,24,5,18,16,17,5,5,29,14,18,19,31,17,38,24,5,15,7,16,17,5,19,5,28,30,18,16,21,5,6
H,2.01E+12,9,600,4,41,1031543,1039407,49,1,1,0,0,1,9,0,0,30,2,2,3,3,0,0,0,0,0,0,3,2,780,0,1,3,0,0,0,1,9,0,0,0,810,0,4,4,0,0,4,4,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,55,75,57,97,14,39,34,64,18,58,94,56,14,24,31,51,14,56,37,52,18,18,49,14,73,56,35,74,58,40,20,44,93,66,75,56,91,30,51,34,15,17,50,21,137,39,40,46,76,36,25,42,80,92,62,34,87,30,69,38,62,73,55,101,17,38,43,55,29,37,51,47,12,27,52,43,13,86,54
H,2.01E+12,9,600,4,41,1031543,1039407,17,2,1,2,1,3,2,2,0,60,2,200,70,1,300,0,2,1100,2,1,7,0,0,0,1,1,0,21,3,590,3,2,16100,4,0,0,1,1,16100,0,4,4,4,1,1,5,0,2,0,0,0,101,0,1,0,0,1,0,1,1738,3,0,1,62,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,18,14,15,5,15,26,17,23,26,5,17,5,18,18,7,18,5,15,5,7,19,16,17,29,17,5,17,4,5,31,18,44,16,17,26,14,25,19,31,25,15,18,18,4,19,29,17,30,25,6,17,5,21,16,5,16,5,15,6,6,18,14,18,28,15,5,18,5,5,32,19,35,16,18,29,17,27,16
H,2.01E+12,9,600,4,41,1031543,1039407,15,2,1,1,0,3,2,2,0,30,2,640,40,1,600,0,0,0,0,3,7,0,0,0,1,2,0,17,3,70,9,2,25970,4,0,0,1,1,25970,0,4,4,4,1,1,5,0,2,0,0,0,20,0,1,0,0,1,1,1,429,0,0,1,41,2,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,26,16,4,15,15,15,5,16,5,28,14,23,13,14,15,26,26,15,18,5,14,34,13,21,20,4,15,4,14,13,5,15,5,28,21,14,15,15,13,4,15,24,16,27,25,4,15,5,12,16,4,12,5,26,28,13,15,5,4,17,26,13,5,14,14,15,4,13,4,25,14,24,15,14,16,27,25,4
H,2.01E+12,9,600,4,41,1031543,1039407,54,2,1,1,0,3,2,2,0,140,2,2,3,3,600,0,0,0,0,3,6,0,0,0,1,2,0,18,6,2,5,3,31000,4,0,0,1,1,31000,0,4,4,4,1,1,5,0,2,0,0,0,13,0,1,0,0,0,0,2,323,0,0,1,28,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,49,78,17,54,51,15,50,52,20,62,58,52,18,93,89,96,84,15,58,50,51,87,18,60,49,16,55,53,17,64,59,58,16,85,102,82,80,18,47,51,51,16,75,55,54,91,53,53,84,60,55,48,80,16,17,19,15,103,57,56,53,18,88,53,52,81,58,55,82,50,55,47,89,20,16,18,19,95,49
H,2.01E+12,9,600,4,41,1031543,1039407,16,8,1,1,0,4,2,2,0,230,2,2,130,1,2000,0,1,3000,1,1,7,0,0,0,1,1,0,21,3,1100,2,1,307000,3,0,0,2,1,307000,0,3,3,3,1,1,3,6,8,0,0,6,13,0,1,0,1,0,0,2,3452,3,0,1,64,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,14,17,24,5,12,18,24,15,30,26,5,6,17,15,15,17,25,6,5,15,16,18,27,6,19,14,33,17,26,28,5,6,15,16,15,15,27,28,27,17,14,15,5,24,16,14,5,16,5,4,25,27,15,18,16,16,6,26,27,17,14,15,4,28,17,14,5,15,5,6,31,29,14,21,16,19,5,4
H,2.01E+12,9,600,4,41,1031543,1039407,14,1,1,1,0,2,2,2,0,10,2,2,20,1,0,0,0,0,0,3,5,0,0,0,1,2,0,12,1,600,8,0,0,0,0,0,1,6,8200,0,4,4,4,1,1,5,0,0,0,0,0,26,0,1,0,0,1,1,1,180,0,0,1,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,4,13,14,17,27,12,4,11,4,4,25,14,27,12,13,29,15,13,24,4,4,16,16,20,29,14,5,16,5,4,29,17,27,15,12,24,13,15,28,5,4,15,16,17,23,12,3,14,5,4,23,13,26,16,14,28,14,12,24,4,4,15,12,14,27,14,4,22,5,4,29,15,23,16,14,27,16,14
H,2.01E+12,9,600,4,41,1031543,1039407,17,1,1,1,0,3,2,2,0,40,2,2,50,1,1400,0,0,0,0,3,8,0,0,0,1,2,0,22,1,500,7,0,0,0,0,0,1,6,33300,0,4,4,4,1,1,7,0,0,0,0,0,30,0,1,0,0,1,1,1,832,0,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,32,29,16,16,19,32,5,23,22,4,5,7,16,25,5,15,16,20,15,15,30,29,20,18,17,28,6,25,16,5,5,5,16,26,5,14,14,17,17,17,27,29,17,15,15,28,5,32,20,6,5,5,15,28,5,18,16,13,17,17,30,28,21,14,17,24,6,25,16,5,5,6,16,29,5,16,20,15,20
H,2.01E+12,9,600,4,41,1031543,1039407,14,1,1,0,0,1,8,0,0,40,2,2,3,3,0,0,0,0,0,0,3,2,490,0,1,3,0,0,0,1,5,0,0,0,530,29,1,4,22090,0,4,4,4,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,25,16,14,18,30,5,22,16,4,5,5,13,22,4,14,13,18,15,26,14,11,23,21,5,13,12,17,4,13,15,17,23,10,17,4,22,4,5,18,19,27,14,16,14,24,5,29,15,4,4,7,13,23,5,13,12,16,14,23,13,14,25,31,4,13,13,15,5,11,14,13,26,13,14,4,15,4,4,12
H,2.01E+12,9,600,4,41,1031543,1039407,4,1,1,1,0,3,1,2,0,90,2,2,50,3,380,0,2,580,2,1,4,0,0,0,1,1,0,11,1,960,3,0,0,0,0,0,1,6,24000,0,4,4,4,1,1,4,0,0,0,0,0,48,0,1,0,0,0,0,1,957,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,7,1,7,3,1,1,1,4,8,1,4,5,4,3,7,4,7,3,4,4,6,1,7,4,1,1,2,4,7,0,3,5,3,3,8,3,2,4,4,4,1,6,1,4,7,7,9,4,1,6,5,5,4,4,1,3,2,4,4,4,1,6,1,5,5,7,6,4,1,4,4,4,5,4,1,4
H,2.01E+12,9,600,4,41,1031543,1039407,15,1,1,2,2,3,2,2,0,60,2,500,3,6,1000,0,0,0,0,3,5,0,0,0,1,2,0,18,1,2,7,0,0,0,0,0,1,6,25200,0,4,4,4,1,1,7,0,0,0,0,0,13,0,1,0,0,1,1,1,265,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,5,26,5,12,14,28,25,32,17,15,5,24,16,4,14,13,13,5,4,16,13,17,12,21,4,16,16,16,27,4,14,15,24,14,24,27,5,13,13,24,25,3,22,16,13,5,4,5,17,14,23,4,13,27,14,16,16,28,26,16,18,17,15,4,24,14,16,14,4,32,15,16,5,13,4,5,26,15
H,2.01E+12,9,600,4,41,1031543,1039407,46,0,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,16,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,47,15,41,12,74,45,14,14,50,41,51,48,41,80,47,14,79,44,76,88,47,14,45,11,76,49,13,13,51,40,41,50,45,85,45,13,80,40,76,64,44,15,52,16,73,51,17,13,43,38,52,38,45,84,40,14,75,42,72,96,46,12,56,15,80,48,13,13,48,44,44,45,36,82,42,16,79,42,76,77
H,2.01E+12,9,600,4,41,1031543,1039407,5,4,1,1,0,3,2,2,0,120,2,2,200,1,360,0,1,1500,1,1,9,0,0,0,1,1,0,19,3,400,3,2,75000,3,0,0,2,1,75000,0,3,3,3,1,1,4,2,4,0,0,2,30,0,1,0,1,0,0,1,1853,3,0,1,48,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,5,5,1,4,8,5,9,5,2,4,1,5,4,1,5,1,6,6,9,5,3,5,1,6,9,4,7,8,1,4,1,5,4,0,6,2,4,6,6,4,6,6,2,5,7,4,8,6,1,4,1,4,4,1,4,1,5,9,9,4,4,5,1,5,8,6,7,8,1,4,2,5,4,2,5,2,3
H,2.01E+12,9,600,4,41,1031543,1039407,18,2,1,1,0,2,2,2,0,50,2,2,3,3,0,0,0,0,0,0,4,2,580,0,1,3,0,0,2,1,9,0,0,0,630,55,1,7,13800,0,4,4,4,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,26,17,20,15,16,5,19,37,5,18,8,18,32,17,26,5,15,24,34,5,17,20,12,21,19,25,18,5,22,16,28,20,6,18,5,28,22,6,5,25,18,16,18,18,23,5,19,32,5,20,5,16,30,13,28,5,15,32,35,6,18,18,23,19,20,32,20,5,29,19,28,16,5,22,7,30,16,5,4
H,2.01E+12,9,600,4,41,1031543,1039407,22,2,1,1,0,3,2,2,0,90,2,2,90,1,1000,0,1,1800,1,1,7,0,0,0,1,1,0,20,3,500,7,2,143500,4,0,0,1,1,143500,0,4,4,4,1,1,4,0,2,0,0,0,17,0,1,0,0,0,0,1,2022,3,0,1,56,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,17,29,7,7,17,39,19,41,10,40,18,42,20,8,7,19,35,7,8,48,31,6,24,21,8,17,11,26,15,29,34,23,34,18,28,25,21,34,16,30,17,27,7,7,24,29,15,42,10,24,21,64,18,11,7,18,32,6,7,42,39,8,24,27,6,18,9,25,25,32,32,22,26,24,18,23,25,27
H,2.01E+12,9,600,4,41,1031543,1039407,26,2,1,1,0,2,2,2,0,90,2,600,3,4,600,0,2,1200,1,1,6,0,0,310,1,1,0,13,3,900,9,1,55000,4,0,0,1,1,55000,0,4,4,4,1,1,5,0,2,0,0,0,39,0,1,0,0,0,0,1,1775,1,0,1,27,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,46,28,43,27,22,48,33,6,45,43,6,25,27,9,23,9,28,7,27,26,50,23,42,26,31,42,21,8,47,45,9,22,26,7,27,7,27,7,22,25,49,25,41,27,22,44,38,8,44,43,7,28,26,6,27,10,29,8,25,23,43,25,48,30,27,44,22,7,51,47,9,23,31,7,24,7,27,7
H,2.01E+12,9,600,4,41,1031543,1039407,12,1,1,1,0,3,2,2,0,140,2,100,3,3,350,0,0,0,0,3,5,0,0,0,1,2,0,14,2,2,6,0,0,0,0,0,1,4,20000,0,4,4,4,1,1,7,0,0,0,0,0,19,0,1,0,0,1,0,1,310,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,11,3,13,4,11,11,12,11,3,3,10,10,3,10,11,4,11,12,11,11,18,12,18,12,19,18,24,21,11,10,19,18,11,17,19,15,3,3,3,3,12,4,13,3,12,11,13,11,3,3,12,11,4,11,10,3,12,11,12,10,20,11,17,12,19,17,20,20,10,11,19,21,10,20,22,12,3
H,2.01E+12,9,600,4,41,1031543,1039407,17,1,1,1,0,2,2,2,0,20,1,2,60,1,250,0,0,0,0,3,6,0,0,0,1,2,0,16,1,450,9,0,0,0,0,0,1,6,0,0,4,4,4,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,1,152,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,5,4,20,5,26,17,14,17,33,18,6,15,27,30,19,16,24,18,4,16,5,5,18,4,29,18,17,21,31,16,4,15,36,33,17,17,32,15,31,16,26,26,18,28,5,17,19,16,4,15,31,18,4,5,16,14,7,19,32,17,28,29,17,32,5,18,16,18,5,19,33,15,6,5,18,18,5,15
H,2.01E+12,9,600,4,41,1031543,1039407,9,2,1,1,0,3,2,2,0,50,2,2,20,1,700,0,0,0,0,3,7,0,0,0,1,2,0,19,1,50,7,4,61000,4,0,0,1,1,61000,0,4,4,4,1,1,4,0,2,0,0,0,7,0,1,0,0,2,2,1,374,0,0,1,40,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,14,11,9,9,9,8,4,12,14,3,10,3,9,14,9,15,3,2,10,16,16,11,10,11,9,8,2,8,16,2,9,2,10,20,8,15,2,20,7,3,3,9,10,12,9,8,18,7,3,19,11,15,9,3,8,3,14,19,10,2,3,11,9,10,10,8,15,11,2,16,9,17,11,3,10,3,15,3
H,2.01E+12,9,600,4,41,1031543,1039407,22,4,1,1,0,3,2,2,0,140,2,2,140,1,890,0,1,860,1,1,6,0,0,400,1,1,0,15,2,160,7,1,91170,2,0,0,1,1,91170,0,2,2,2,1,1,4,2,4,0,0,2,20,0,1,0,1,0,0,1,1553,2,0,1,28,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,7,34,24,20,34,17,21,40,23,27,22,44,9,9,7,6,37,40,32,8,20,20,7,6,21,34,39,18,8,32,5,25,18,22,23,24,18,27,25,21,7,40,20,20,42,20,24,40,26,22,30,46,6,6,7,6,37,38,41,5,20,26,6,6,21,34,35,22,7,34,6,21,20,22,24,18,18,27
H,2.01E+12,9,600,4,41,1031543,1039407,6,3,1,2,1,4,2,2,0,90,1,150,70,1,700,0,0,0,0,3,9,0,0,0,1,2,0,14,2,90,9,7,8100,2,0,0,1,3,8100,1,2,4,2,1,1,7,0,3,0,0,1,60,0,1,1,1,1,0,1,406,0,0,1,32,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,2,2,6,6,6,2,11,2,6,10,10,10,5,1,10,6,2,1,12,13,6,5,2,2,8,5,7,6,9,5,5,6,2,6,5,9,6,6,7,8,10,9,6,6,6,12,2,10,6,2,2,2,5,10,2,6,10,10,1,2,6,6,10,11,1,5,5,7,1,5,6,7,9,5,6,2,6
H,2.01E+12,9,600,4,41,1031543,1039407,11,5,1,1,0,3,2,2,0,130,1,2,3,3,0,0,0,0,0,0,5,2,950,0,1,3,0,0,2,750,5,7,0,2,1143,52,1,3,26500,0,2,2,2,1,1,3,3,4,0,1,3,0,4,1,0,1,0,0,1,0,0,1,0,0,0,15,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,12,10,20,18,3,2,18,12,4,23,18,13,15,5,12,10,12,13,10,22,11,10,3,3,18,17,3,10,22,3,3,13,10,20,12,13,9,14,14,3,12,12,16,17,3,3,20,12,4,18,26,13,10,3,12,12,11,11,13,19,11,14,3,3,18,18,3,11,20,3,3,11,10,19,12,10,9,13
H,2.01E+12,9,600,4,41,1031543,1039407,14,1,1,0,0,1,8,0,0,50,2,2,3,3,0,0,0,0,0,0,3,2,450,0,1,3,0,0,2,2,5,0,0,0,500,14,1,6,44400,0,4,4,4,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,4,19,4,3,14,15,21,22,5,13,17,12,3,13,13,13,17,15,24,4,14,12,18,12,18,27,13,16,14,23,4,18,15,4,4,5,13,24,15,13,4,20,4,4,14,17,20,25,4,14,14,14,3,13,13,12,23,14,23,4,11,13,14,13,22,24,14,11,15,21,4,21,15,4,3,4,17,19
H,2.01E+12,9,600,4,41,1031543,1039407,15,2,1,2,1,3,2,2,0,250,2,2,3,3,1400,0,2,740,2,1,7,0,0,0,1,1,0,20,2,220,5,1,133000,4,0,0,1,1,133000,0,4,4,4,1,1,5,0,2,0,0,0,13,0,1,0,0,0,0,1,1392,3,0,1,43,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,14,13,5,17,25,27,19,18,13,16,16,15,4,4,4,14,25,23,14,5,17,17,5,14,24,26,23,16,17,14,14,11,4,4,3,13,25,28,16,5,15,15,4,13,27,23,26,15,16,15,14,13,4,4,4,12,23,23,13,4,14,14,4,15,25,29,24,17,16,14,15,14,5,4,3,16,25,26
H,2.01E+12,9,600,4,41,1031543,1039407,27,1,1,1,0,2,2,1,0,70,2,2,3,3,0,0,0,0,0,0,4,2,480,0,1,3,0,0,1,660,6,0,0,0,605,14,1,4,52000,0,4,4,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,51,40,29,8,23,44,29,25,37,29,6,9,9,27,25,23,31,28,41,8,9,8,29,35,27,9,25,34,10,27,48,41,56,25,27,27,28,28,8,50,47,39,22,8,24,44,25,24,38,34,7,9,9,24,25,32,28,27,39,9,8,8,28,41,24,7,23,29,9,31,43,45,52,24,29,32,30,23,8
H,2.01E+12,9,600,4,41,1031543,1039407,16,1,1,0,0,1,4,0,0,100,2,920,3,3,0,0,0,0,0,0,3,2,500,0,1,3,0,0,3,2,7,0,0,0,677,35,1,4,23500,0,4,4,4,1,1,3,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,29,5,4,19,19,16,27,17,4,16,5,4,27,16,26,16,18,15,4,16,5,29,28,17,20,15,5,18,24,17,24,24,6,17,5,17,21,15,22,14,27,5,5,17,16,17,26,22,4,17,5,6,27,17,28,12,16,21,5,17,4,29,29,16,16,15,5,16,29,14,26,30,5,15,5,17,17,15
H,2.01E+12,9,600,4,41,1031543,1039407,18,4,1,1,0,4,2,2,0,70,2,2,80,1,500,0,1,1900,1,1,9,0,0,0,1,1,0,20,2,90,7,1,101000,2,0,0,1,1,101000,0,3,3,3,1,1,4,2,4,0,0,2,24,0,1,0,1,0,0,2,2058,3,0,1,40,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,29,21,30,29,6,6,19,21,17,19,30,6,17,16,17,31,5,16,20,5,30,17,31,30,4,5,18,19,17,19,35,6,19,17,17,27,5,19,19,29,6,19,6,6,32,28,19,20,21,18,6,36,18,18,18,5,29,17,20,28,5,15,6,5,30,30,18,15,17,18,6,30,19,17,18,6,29,17,21,5
H,2.01E+12,9,600,4,41,1031543,1039407,21,3,1,1,0,3,2,2,0,120,2,2,190,1,2000,0,0,0,0,3,7,0,0,0,1,2,0,16,2,70,7,2,113000,4,0,0,1,1,113000,0,4,4,4,1,1,6,0,3,0,0,0,7,0,1,0,0,0,0,1,691,0,0,1,37,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,33,20,20,23,7,6,20,5,52,7,38,22,33,35,22,17,25,26,22,6,20,39,8,7,19,19,34,16,19,23,20,33,20,20,6,6,31,42,32,24,5,22,22,22,33,37,21,42,7,37,6,22,4,6,23,19,21,19,18,40,22,7,42,29,23,21,9,18,21,22,18,6,19,23,32,30,7,6,7
H,2.01E+12,9,600,4,41,1031543,1039407,10,1,1,0,0,1,5,0,0,40,2,2,4,3,0,0,0,0,0,0,3,2,500,0,1,3,0,0,1,1,5,0,0,0,544,75,1,6,8700,0,4,4,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,16,13,17,14,15,9,6,11,3,14,4,15,12,3,10,24,3,2,21,22,12,9,14,10,18,11,14,22,2,8,3,11,17,2,7,12,4,5,3,3,13,12,2,12,6,8,12,19,13,10,14,16,11,9,9,3,22,18,3,3,9,8,3,10,3,12,7,10,24,13,41,9,17,17,7,6,13,14,11
H,2.01E+12,9,600,4,41,1031543,1039407,13,2,1,2,1,3,2,2,0,150,2,2,70,3,980,0,2,1500,2,1,6,0,0,0,1,1,0,22,2,2,4,4,99000,4,0,0,1,1,99000,0,4,4,4,1,1,5,0,2,0,0,0,26,0,1,0,0,2,0,1,2135,3,0,1,52,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,12,20,12,13,18,12,19,3,4,14,13,14,23,13,3,12,3,12,4,23,14,24,11,13,24,14,25,4,3,12,13,14,20,14,4,13,4,14,4,24,12,20,14,13,22,13,22,3,3,13,13,15,21,14,4,12,4,11,4,23,14,20,12,13,19,12,23,3,3,13,12,13,19,12,3,14,3,12
H,2.01E+12,9,600,4,41,1031543,1039407,14,4,1,1,0,4,2,2,0,70,2,2,200,2,890,0,1,1700,1,1,7,0,0,0,1,1,0,19,2,900,5,1,37400,3,0,0,1,1,37400,0,3,3,3,1,1,2,2,4,0,0,2,66,0,1,0,1,0,0,1,2045,3,0,1,42,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,12,5,4,24,15,16,13,20,16,5,16,12,22,18,4,24,14,22,11,4,15,4,6,18,37,12,16,26,16,4,27,18,12,18,5,24,23,21,14,4,15,6,3,19,21,19,17,17,13,4,28,21,12,20,6,23,17,29,17,6,13,4,3,24,24,12,14,11,12,6,29,14,16,11,5,23,14,26
H,2.01E+12,9,600,4,41,1031543,1039407,16,1,1,1,0,1,2,2,0,50,2,750,3,6,0,0,0,0,0,0,4,2,700,0,1,3,0,0,1,1,8,0,0,0,813,13,1,4,74000,0,4,4,4,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,4,19,6,17,18,19,13,4,5,13,15,5,17,17,5,5,5,14,17,24,15,25,13,24,26,23,32,18,14,34,28,20,26,26,16,16,18,32,35,16,31,15,27,13,16,19,16,25,36,17,18,28,15,15,27,27,26,16,15,6,15,4,16,4,5,5,6,20,21,4,4,16,4,5,16,15,13,5
