RT,SERIALNO,DIVISION,PUMA,REGION,ST,ADJHSG,ADJINC,WGTP,NP,TYPE,ACR,AGS,BDS,BLD,BUS,CONP,ELEP,FS,FULP,GASP,HFL,INSP,MHP,MRGI,MRGP,MRGT,MRGX,RMS,RNTM,RNTP,SMP,TEL,TEN,VACS,VAL,VEH,WATP,YBL,FES,FINCP,FPARC,GRNTP,GRPIP,HHL,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXP,WIF,WKEXREL,WORKSTAT,FACRP,FAGSP,FBDSP,FBLDP,FBUSP,FCONP,FELEP,FFSP,FFULP,FGASP,FHFLP,FINSP,FKITP,FMHP,FMRGIP,FMRGP,FMRGTP,FMRGXP,FMVP,FPLMP,FRMSP,FRNTMP,FRNTP,FSMP,FSMXHP,FSMXSP,FTAXP,FTELP,FTENP,FVACSP,FVALP,FVEHP,FWATP,FYBLP,WGTP1,WGTP2,WGTP3,WGTP4,WGTP5,WGTP6,WGTP7,WGTP8,WGTP9,WGTP10,WGTP11,WGTP12,WGTP13,WGTP14,WGTP15,WGTP16,WGTP17,WGTP18,WGTP19,WGTP20,WGTP21,WGTP22,WGTP23,WGTP24,WGTP25,WGTP26,WGTP27,WGTP28,WGTP29,WGTP30,WGTP31,WGTP32,WGTP33,WGTP34,WGTP35,WGTP36,WGTP37,WGTP38,WGTP39,WGTP40,WGTP41,WGTP42,WGTP43,WGTP44,WGTP45,WGTP46,WGTP47,WGTP48,WGTP49,WGTP50,WGTP51,WGTP52,WGTP53,WGTP54,WGTP55,WGTP56,WGTP57,WGTP58,WGTP59,WGTP60,WGTP61,WGTP62,WGTP63,WGTP64,WGTP65,WGTP66,WGTP67,WGTP68,WGTP69,WGTP70,WGTP71,WGTP72,WGTP73,WGTP74,WGTP75,WGTP76,WGTP77,WGTP78,WGTP79,WGTP80
H,2.008E+12,9,600,4,41,1044592,1063801,21,5,1,2,1,3,2,2,0,350,2,400,3,6,350,0,2,1900,1,1,8,0,0,250,1,1,0,20,2,50,6,2,90900,2,0,0,1,1,90900,0,2,2,2,1,1,2,3,5,0,0,3,34,0,1,0,1,0,0,1,2566,1,0,1,44,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,30,37,41,21,20,33,39,18,39,35,21,19,26,21,35,19,36,23,22,6,5,6,5,23,23,6,5,21,5,6,22,19,21,21,6,24,5,23,22,5,6,6,7,19,17,5,6,29,7,6,25,21,26,20,8,20,5,22,22,29,29,36,35,20,21,34,36,22,38,34,19,20,23,20,40,23,30,22,21
H,2.008E+12,9,600,4,41,1044592,1063801,19,1,1,1,0,2,1,2,0,80,2,2,3,3,300,4600,0,0,0,3,4,0,0,0,1,2,0,4,0,1,3,0,0,0,0,0,1,6,30600,0,4,4,4,1,1,5,0,0,0,0,0,20,0,1,0,0,1,1,1,508,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,22,36,18,38,19,16,20,7,19,6,18,17,5,20,30,5,5,28,28,19,19,32,25,31,18,22,19,7,22,6,19,22,6,22,29,5,5,33,30,19,20,30,18,32,18,18,25,8,26,7,18,19,6,21,28,6,6,24,38,14,21,36,19,31,17,21,22,5,16,5,23,19,6,20,30,6,8,31
H,2.008E+12,9,600,4,41,1044592,1063801,16,2,1,2,1,3,1,2,0,200,2,2,3,3,300,900,1,1500,1,1,5,0,0,250,1,1,0,18,3,2,4,1,155000,4,0,0,1,1,155000,0,4,4,4,1,1,5,0,2,0,0,0,16,0,1,0,0,0,0,2,2025,1,0,0,39,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,12,21,24,5,28,25,18,14,6,5,25,19,17,15,24,15,17,28,18,34,18,17,5,25,5,4,15,17,26,28,6,15,15,17,4,14,14,30,18,27,15,14,4,29,6,4,16,21,23,23,5,17,16,17,5,18,18,5,18,7,17,14,31,5,25,31,17,12,4,6,23,15,14,14,27,17,16,5
H,2.008E+12,9,600,4,41,1044592,1063801,22,2,1,3,1,3,1,2,0,120,2,2,2,3,0,600,0,0,0,3,8,0,0,0,1,2,0,1,2,2,3,4,15500,4,0,0,1,1,15500,0,4,4,4,1,1,1,0,2,0,0,0,13,0,1,0,0,2,2,1,170,0,0,0,1,0,9,9,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,8,38,6,22,19,35,33,35,18,24,5,35,26,6,19,19,26,23,5,33,23,23,20,7,39,20,25,22,5,37,26,22,7,26,6,5,44,47,24,21,7,41,8,20,23,33,41,37,20,24,7,32,24,6,20,23,26,25,6,29,21,21,18,6,37,27,24,22,7,34,21,20,6,20,6,6,36,41,28,23
H,2.008E+12,9,600,4,41,1044592,1063801,17,3,1,1,0,3,2,2,0,80,1,2,60,1,400,0,1,1200,1,1,5,0,0,0,1,1,0,16,2,840,5,4,70100,4,0,0,1,1,70100,0,4,4,4,1,1,4,0,3,0,0,0,24,0,1,0,0,0,0,2,1410,3,0,1,25,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,37,20,28,7,20,34,32,18,15,13,19,18,4,18,29,6,17,30,26,22,5,17,6,27,18,6,6,21,17,19,15,15,31,17,6,30,17,3,5,16,33,18,25,5,21,34,30,17,15,18,21,22,5,17,32,5,20,35,30,16,6,18,7,26,14,5,6,17,21,17,16,19,29,22,5,26,19,5
H,2.008E+12,9,600,4,41,1044592,1063801,25,2,1,3,1,3,2,2,0,160,2,2,3,8,4700,0,0,0,0,3,5,0,0,0,1,2,0,24,2,2,7,4,17200,4,0,0,1,1,17200,0,4,4,4,1,1,7,0,2,0,0,0,53,0,1,0,0,2,2,1,760,0,0,0,37,0,9,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,44,23,30,23,7,8,21,11,35,8,46,29,45,38,32,28,25,27,28,50,22,8,50,44,27,23,7,26,26,21,20,8,28,22,46,38,6,9,25,7,25,47,8,6,27,23,41,31,23,25,25,50,31,20,8,8,46,39,41,21,7,22,26,25,42,40,29,36,7,47,8,26,8,7,28,22,28,35,8
H,2.008E+12,9,600,4,41,1044592,1063801,19,3,1,2,1,2,2,2,0,60,2,1200,150,1,540,0,2,460,2,1,5,0,0,0,1,1,0,16,3,540,5,4,42100,4,0,0,1,1,42100,0,4,4,4,1,1,3,0,3,0,0,0,27,0,1,0,0,2,1,1,943,3,0,1,21,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,20,5,30,6,6,16,19,36,30,6,21,16,20,6,17,20,19,4,6,18,19,37,6,30,35,16,19,6,5,39,20,19,17,27,22,22,19,5,5,20,21,28,5,32,30,18,19,6,6,28,20,16,20,40,16,22,20,28,36,17,17,5,28,7,5,22,24,31,28,7,23,16,18,4,17,24,21,30
H,2.008E+12,9,600,4,41,1044592,1063801,72,2,1,0,0,2,6,0,0,90,2,2,3,3,0,0,0,0,0,0,3,2,770,0,1,3,0,0,2,1,3,0,0,0,860,101,1,7,9000,0,4,4,4,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,67,69,78,110,120,73,120,22,141,25,83,26,29,71,71,63,69,72,81,69,105,29,23,71,68,126,85,69,80,63,96,80,70,33,22,88,108,30,22,95,64,58,79,25,28,75,30,125,22,100,69,133,99,67,80,63,80,73,78,72,26,114,116,64,91,29,58,80,67,81,24,71,77,105,116,23,19,133,86
H,2.008E+12,9,600,4,41,1044592,1063801,33,3,1,1,0,3,2,2,0,180,2,50,3,3,150,0,1,1300,1,1,6,0,0,0,1,1,0,17,2,720,9,1,44000,2,0,0,1,1,44000,0,2,2,2,1,1,1,1,3,0,0,1,42,0,1,0,1,0,0,1,1544,3,0,1,32,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,40,37,36,30,40,53,23,30,55,39,41,59,59,61,36,49,51,26,10,11,30,42,73,39,8,7,33,29,9,40,28,14,11,11,16,29,8,36,47,63,41,33,39,25,42,60,32,34,55,63,40,57,51,44,38,41,59,26,8,9,33,51,56,28,8,7,38,36,11,47,24,11,8,13,16,25,7,41,43
H,2.008E+12,9,600,4,41,1044592,1063801,11,5,1,1,0,3,2,2,0,110,2,2,100,1,460,0,1,1400,1,1,5,0,0,0,2,1,0,18,2,50,2,1,66000,2,0,0,1,1,66000,0,2,2,2,1,1,3,3,5,0,0,3,29,0,1,0,1,0,0,1,1614,3,0,1,30,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,9,16,10,3,3,4,10,18,14,3,10,13,3,10,18,20,17,4,13,10,11,10,11,19,20,18,11,3,12,21,14,9,22,12,3,3,3,4,12,11,10,9,10,16,19,16,12,4,12,21,10,11,20,11,3,2,3,16,11,14,9,11,11,3,3,4,13,19,13,3,10,11,3,12,19,21,16,17
H,2.008E+12,9,600,4,41,1044592,1063801,9,2,1,2,1,2,2,2,0,130,2,2,3,3,360,0,2,2100,1,1,6,0,0,1200,1,1,0,20,2,2,5,1,70300,4,0,0,1,1,70300,0,4,4,4,1,1,5,0,2,0,0,0,59,0,1,0,0,0,0,2,3460,2,0,1,30,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,17,8,3,9,15,7,9,15,8,3,2,2,8,8,10,10,10,4,15,16,13,9,3,8,17,8,8,17,10,3,2,3,9,8,8,9,10,2,15,12,16,13,2,10,15,7,10,16,8,3,4,2,8,9,10,9,9,3,12,16,16,9,2,11,14,7,9,15,10,3,2,2,8,9,7,10,7,2
H,2.008E+12,9,600,4,41,1044592,1063801,14,2,1,3,1,5,2,2,0,90,2,350,3,4,200,0,0,0,0,3,9,0,0,0,1,2,0,22,2,2,9,4,46800,4,0,0,1,1,46800,0,4,4,4,1,1,7,0,2,0,0,0,10,0,1,0,0,2,2,2,386,0,0,0,42,0,9,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,4,12,11,14,23,11,14,4,25,4,4,12,12,21,26,4,15,4,13,16,22,11,12,14,4,13,18,24,4,25,21,14,13,4,5,26,13,16,14,12,3,14,16,13,24,15,14,4,25,4,4,12,15,23,21,4,14,4,13,13,21,15,15,15,5,16,13,19,3,26,27,15,13,4,3,20,12,23
H,2.008E+12,9,600,4,41,1044592,1063801,45,0,1,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,50,12,12,51,73,12,79,47,46,50,51,39,41,14,86,41,43,83,44,50,73,42,48,80,47,45,37,74,13,11,11,15,87,48,37,14,66,42,76,13,44,81,70,42,15,90,14,43,41,44,34,46,42,65,14,41,47,14,43,41,12,58,45,13,43,48,49,15,83,72,70,64,12,43,47,86,13,44,13
H,2.008E+12,9,600,4,41,1044592,1063801,80,2,1,1,0,3,1,2,0,100,2,2,3,3,750,4,0,0,0,3,5,0,0,0,1,2,0,18,2,2,3,4,15400,4,0,0,1,1,15400,0,4,4,4,1,1,5,0,2,0,0,0,26,0,1,0,0,2,2,2,338,0,0,0,33,0,9,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,26,74,85,95,119,114,75,116,41,116,24,73,30,25,94,96,91,96,64,88,73,120,26,22,71,80,125,73,76,73,79,103,83,88,27,29,122,100,33,146,22,79,82,86,123,131,68,104,25,124,21,83,27,31,72,89,95,87,81,72,73,138,24,25,81,70,110,78,61,87,90,143,77,90,24,30,137,115,36,125
H,2.008E+12,9,600,4,41,1044592,1063801,49,2,1,0,0,2,4,0,0,70,2,2,3,3,0,0,0,0,0,0,5,2,550,0,1,3,0,0,1,1,9,7,36600,2,620,20,1,3,36600,0,2,2,2,1,1,2,1,2,0,0,1,0,0,1,0,1,0,0,2,0,0,1,0,0,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,48,50,41,82,52,74,47,48,97,62,16,75,88,15,55,49,15,58,76,92,43,57,50,18,43,14,47,46,15,45,75,19,15,75,40,55,73,49,85,75,48,38,41,15,59,15,54,42,17,59,79,15,16,72,55,43,75,52,14,15,49,60,52,78,46,85,64,66,72,43,14,87,68,15,49,57,15,46,18
H,2.008E+12,9,600,4,41,1044592,1063801,4,2,1,2,1,3,1,2,0,250,2,2,3,3,360,2100,1,1700,1,1,5,0,0,0,1,1,0,19,3,360,3,1,126000,4,0,0,1,1,126000,0,4,4,4,1,1,5,0,2,0,0,0,21,0,1,0,0,0,0,1,2155,3,0,0,31,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,4,4,1,4,1,4,2,1,1,1,3,3,1,1,5,8,4,4,7,8,6,7,5,6,5,7,5,3,4,4,7,7,4,5,7,4,7,7,4,4,4,5,7,4,6,4,7,7,7,8,5,4,6,6,3,1,4,5,2,1,1,1,4,1,4,1,3,4,4,4,1,1,4,4,1,4
H,2.008E+12,9,600,4,41,1044592,1063801,36,5,1,0,0,3,8,0,0,50,2,2,40,1,0,0,0,0,0,0,5,2,680,0,1,3,0,0,2,1,5,2,56200,2,770,16,2,1,56200,0,2,2,2,1,2,3,2,5,0,0,2,0,0,1,0,1,2,0,2,0,0,1,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,32,67,34,41,43,41,15,70,66,15,34,35,11,51,13,29,31,35,45,13,31,16,39,34,17,41,48,11,12,48,36,42,58,34,49,56,31,27,15,46,36,51,33,30,50,43,15,57,56,9,36,33,12,54,11,30,34,35,51,11,36,17,46,31,16,42,60,15,13,65,32,35,45,33,59,48,34,35,14
H,2.008E+12,9,600,4,41,1044592,1063801,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,2.008E+12,9,600,4,41,1044592,1063801,23,2,1,1,0,2,2,2,0,70,2,1100,100,1,300,0,2,800,2,1,7,0,0,180,1,1,0,14,2,650,7,4,76600,4,0,0,1,1,76600,0,4,4,4,1,1,3,0,2,0,0,0,23,0,1,0,0,2,2,1,1446,2,0,1,27,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,43,7,19,33,6,6,29,23,33,25,27,20,29,39,24,26,6,21,7,40,38,6,21,39,8,7,18,21,43,21,26,21,24,38,24,23,8,21,41,6,10,36,23,5,36,37,21,20,8,23,27,24,23,7,25,23,39,18,41,7,6,35,22,9,34,36,21,26,7,24,25,21,22,7,22,22,47,21
H,2.008E+12,9,600,4,41,1044592,1063801,21,1,1,0,0,0,6,0,0,30,2,2,3,3,0,0,0,0,0,0,1,2,550,0,1,3,0,0,1,1,4,0,0,0,580,101,1,6,4100,0,4,4,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,19,15,44,19,30,18,20,25,7,28,7,23,35,6,18,31,7,6,38,37,18,24,30,19,33,24,22,19,7,18,4,28,22,9,22,24,5,8,10,6,15,16,5,24,8,24,22,20,45,18,35,21,17,37,19,6,34,41,6,6,27,18,6,23,6,27,18,23,34,22,37,17,22,31,18,7,31,32,27
H,2.008E+12,9,600,4,41,1044592,1063801,23,2,1,1,0,2,2,2,0,150,2,2,3,3,400,0,2,860,2,1,4,0,0,0,1,1,0,18,2,1000,5,1,42400,4,0,0,1,1,42400,0,4,4,4,1,1,6,0,2,0,0,0,36,0,1,0,0,0,0,1,1280,3,0,1,30,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,39,36,7,7,25,9,23,23,38,21,34,21,28,23,20,7,26,20,6,22,21,22,22,23,6,23,38,6,22,6,26,40,21,40,7,22,40,33,20,39,5,6,44,43,22,36,24,24,6,23,8,23,5,25,22,36,23,21,38,20,25,22,19,24,41,24,6,35,30,37,27,6,21,7,39,22,7,6,21
H,2.008E+12,9,600,4,41,1044592,1063801,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,2.008E+12,9,600,4,41,1044592,1063801,3,3,1,2,1,3,2,2,0,80,2,2,3,1,0,0,0,0,0,0,7,2,600,0,1,3,0,0,4,2,7,2,25000,2,680,33,1,1,25000,0,2,2,2,1,1,1,1,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,6,3,4,3,1,3,1,3,3,1,4,6,1,1,5,4,6,3,7,3,5,3,2,3,1,4,1,3,5,1,4,7,1,1,4,4,0,3,1,4,1,2,3,3,7,3,5,3,2,6,4,1,6,6,1,4,1,3,1,4,1,3,3,3,7,4,6,5,3,5,2,1,7,5,1,3,5
H,2.008E+12,9,600,4,41,1044592,1063801,32,1,1,2,1,2,2,2,0,70,2,2,3,3,1000,0,2,400,2,1,6,0,0,0,1,1,0,18,1,2,9,0,0,0,0,0,1,6,51500,0,4,4,4,1,1,6,0,0,0,0,0,16,0,1,0,0,0,0,2,703,3,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,10,42,10,31,51,50,44,31,7,52,30,37,37,31,10,9,40,9,8,47,29,30,33,57,36,28,30,11,37,31,46,11,49,53,33,30,11,30,26,28,53,10,54,35,9,10,13,35,49,11,38,38,27,37,57,45,29,65,46,7,28,32,32,10,31,26,31,49,31,26,8,63,11,11,34,28,53,34
H,2.008E+12,9,600,4,41,1044592,1063801,5,3,1,1,0,3,2,2,0,100,2,2,100,1,300,0,1,1700,1,1,7,0,0,0,1,1,0,18,4,700,2,1,105000,2,0,0,1,1,105000,0,2,2,2,1,1,4,1,3,0,0,1,22,0,1,0,1,0,0,1,1958,3,0,1,29,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,5,6,2,6,6,5,6,1,6,4,9,11,2,2,9,6,2,6,2,1,5,6,11,5,6,7,6,11,4,5,2,2,11,10,2,5,8,4,1,2,6,5,10,6,7,6,6,10,5,5,2,2,9,9,2,5,11,4,9,8,6,5,2,5,5,5,5,2,5,5,11,10,1,2,9,5,2,5
H,2.008E+12,9,600,4,41,1044592,1063801,16,2,1,3,1,3,2,2,0,200,2,2,3,3,250,0,2,770,2,1,8,0,0,0,1,1,0,20,2,2,3,1,42000,4,0,0,1,1,42000,0,4,4,4,1,1,5,0,2,0,0,0,35,0,1,0,0,0,0,1,1241,3,0,0,42,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,21,20,5,5,16,25,5,23,19,17,15,20,18,15,4,26,17,16,5,20,17,4,18,15,6,15,15,17,5,28,32,24,25,4,14,14,25,29,17,5,4,15,25,29,17,4,27,7,13,13,18,16,16,17,28,5,18,17,30,24,16,23,19,16,25,18,17,12,26,6,4,4,4,24,17,18,5,5
H,2.008E+12,9,600,4,41,1044592,1063801,16,2,1,1,0,4,2,2,0,70,2,140,230,1,980,0,0,0,0,3,6,0,0,0,1,2,0,21,2,600,7,3,262100,4,0,0,1,1,262100,0,4,4,4,1,1,5,0,2,0,0,0,4,0,1,0,0,2,1,1,861,0,0,1,62,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,26,37,5,5,24,15,4,31,25,16,16,5,13,13,14,17,4,15,18,17,4,5,25,25,5,15,21,5,4,16,21,29,17,16,14,15,29,20,18,17,5,4,24,28,5,14,27,5,5,18,14,26,19,13,16,16,28,16,17,18,24,23,5,4,23,15,5,28,23,15,16,5,15,14,17,20,4,14
H,2.008E+12,9,600,4,41,1044592,1063801,5,3,1,1,0,3,2,2,0,40,2,2,140,1,500,0,0,0,0,3,6,0,0,0,1,2,0,16,4,50,9,4,91700,4,0,0,1,1,91700,0,4,4,4,1,1,6,0,3,0,0,0,4,0,1,0,0,2,2,2,326,0,0,1,24,1,9,9,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,7,3,4,4,8,2,8,4,1,1,1,4,8,1,4,4,5,4,7,5,6,5,5,4,8,1,9,4,2,1,2,5,8,1,5,5,5,5,8,4,1,4,5,4,1,7,1,5,8,8,7,4,1,8,5,5,5,5,2,6,1,4,4,5,1,7,2,5,9,7,8,5,1,6,3,5,4,4,1,5
H,2.008E+12,9,600,4,41,1044592,1063801,23,4,1,1,0,3,2,2,0,20,2,2,20,1,0,0,0,0,0,0,6,2,1000,0,1,3,0,0,3,580,2,2,43004,2,1088,30,2,1,43004,0,2,2,2,1,1,1,1,4,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,21,38,27,30,26,21,40,28,21,6,8,37,28,7,27,32,8,26,27,23,18,6,21,25,26,21,7,19,20,38,38,8,8,33,22,9,52,26,7,21,21,33,26,26,25,25,31,20,23,7,7,36,36,8,25,34,7,28,42,24,20,6,22,22,18,25,7,23,26,39,39,5,10,33,20,8,36,20
H,2.008E+12,9,600,4,41,1044592,1063801,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,2.008E+12,9,600,4,41,1044592,1063801,2,2,1,1,0,4,1,2,0,110,2,2,3,3,510,0,2,640,2,1,9,0,0,250,1,1,0,15,3,290,3,7,73000,4,0,0,1,3,73000,0,4,4,4,1,1,4,0,2,0,0,0,19,0,1,0,0,1,1,1,1160,2,0,0,23,1,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,4,3,3,3,1,4,0,2,1,1,2,3,2,1,2,4,2,1,4,4,3,2,0,5,3,2,2,1,2,3,4,4,1,0,3,1,7,4,1,4,1,1,3,1,2,1,6,2,4,5,2,1,3,3,2,2,2,3,1,1,2,3,6,4,2,1,2,4,3,2,1,0,3,7,0,3
H,2.008E+12,9,600,4,41,1044592,1063801,17,1,1,2,1,3,2,2,0,90,2,2,3,3,1800,0,0,0,0,3,7,0,0,0,1,2,0,17,2,2,6,0,0,0,0,0,1,6,39560,0,4,4,4,1,1,7,0,0,0,0,0,13,0,1,0,0,1,1,1,434,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,17,5,6,28,38,5,18,25,6,4,19,14,32,15,17,19,14,17,4,18,16,26,29,5,6,34,15,6,24,39,19,14,5,17,20,20,15,17,5,15,17,30,32,6,5,31,16,6,32,32,18,13,4,18,18,16,15,18,26,18,15,4,6,30,30,5,15,40,5,7,17,15,27,17,20,20,15,18
H,2.008E+12,9,600,4,41,1044592,1063801,13,7,1,1,0,4,2,2,0,200,2,2,70,1,400,0,1,1200,1,1,5,0,0,0,1,1,0,21,2,2,8,1,65000,2,0,0,1,1,65000,0,3,2,2,1,1,3,3,5,0,1,3,27,0,1,0,1,0,0,1,1470,3,0,1,24,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,13,19,22,17,14,14,13,12,5,12,24,5,13,4,13,20,13,4,25,4,13,23,23,14,12,13,14,15,4,12,22,3,16,4,13,23,13,5,23,5,14,23,23,14,15,11,13,13,4,15,27,5,12,3,13,18,12,4,26,4,13,25,22,12,12,13,15,14,4,14,26,4,15,3,13,24,12,4
