SERIALNO,PWGTP,AGEP,RELP,SCHG,SEX,WKHP,ESR,PINCP
2.01E+12,6,87,0,0,2,0,6,13200
2.01E+12,19,43,0,0,2,24,1,15800
2.01E+12,15,6,2,3,1,0,0,0
2.01E+12,13,3,2,1,1,0,0,0
2.01E+12,13,54,0,6,1,40,6,107000
2.01E+12,15,47,1,0,2,0,6,0
2.01E+12,43,50,0,0,1,40,3,19000
2.01E+12,67,45,1,0,2,40,1,45000
2.01E+12,85,23,2,0,1,40,1,15000
2.01E+12,15,23,0,0,1,22,1,15850
2.01E+12,13,93,0,0,1,0,6,53000
2.01E+12,21,59,2,0,2,60,1,48000
2.01E+12,25,22,5,6,2,3,6,1200
2.01E+12,19,38,0,0,1,40,1,17000
2.01E+12,21,33,1,6,2,40,1,48000
2.01E+12,18,14,2,4,1,0,0,0
2.01E+12,18,11,2,4,1,0,0,0
2.01E+12,18,10,2,3,1,0,0,0
2.01E+12,15,10,2,3,2,0,0,0
2.01E+12,18,7,2,3,1,0,0,0
2.01E+12,27,28,0,0,1,40,1,22000
2.01E+12,33,30,12,0,1,40,1,25000
2.01E+12,32,19,12,0,1,40,1,12000
2.01E+12,9,58,0,0,1,63,2,110000
2.01E+12,13,49,1,0,2,40,6,1000
2.01E+12,6,14,2,5,2,0,0,0
2.01E+12,8,71,0,0,2,20,1,19060
2.01E+12,12,30,2,0,2,0,3,0
2.01E+12,12,76,0,0,2,0,6,18900
2.01E+12,21,41,0,0,1,48,1,58000
2.01E+12,20,40,1,0,2,40,1,40000
2.01E+12,22,17,2,5,1,10,6,400
2.01E+12,21,12,2,4,1,0,0,0
2.01E+12,19,46,0,0,1,40,1,50000
2.01E+12,20,47,1,6,2,40,1,72000
2.01E+12,21,60,0,0,1,45,1,70000
2.01E+12,13,51,1,0,2,30,6,2400
2.01E+12,15,68,0,0,1,0,6,21580
2.01E+12,19,64,10,0,2,36,1,58020
2.01E+12,25,75,0,0,1,40,6,29900
2.01E+12,24,73,1,0,2,0,6,9500
2.01E+12,12,59,0,0,1,20,1,7000
2.01E+12,25,53,3,0,2,30,1,12000
2.01E+12,14,25,0,0,2,3,1,6000
2.01E+12,17,26,1,0,1,40,1,37800
2.01E+12,12,2,2,0,1,0,0,0
2.01E+12,11,0,2,0,1,0,0,0
2.01E+12,12,19,0,6,2,32,6,2500
2.01E+12,30,22,9,6,1,25,1,1500
2.01E+12,48,22,9,6,1,0,6,0
2.01E+12,19,52,0,0,1,60,1,30000
2.01E+12,20,52,1,0,2,50,1,24000
2.01E+12,33,22,2,6,1,15,1,7800
2.01E+12,8,59,0,0,2,0,6,7800
2.01E+12,12,78,0,0,1,30,1,43900
2.01E+12,18,30,0,0,1,50,1,47000
2.01E+12,12,32,1,0,2,30,1,8600
2.01E+12,12,0,2,0,2,0,0,0
2.01E+12,19,47,0,0,1,40,1,29004
2.01E+12,18,47,1,0,2,55,1,24040
2.01E+12,35,40,0,0,1,45,1,80000
2.01E+12,6,39,0,0,2,20,1,5000
2.01E+12,5,38,1,0,1,40,1,80000
2.01E+12,4,11,2,4,2,0,0,0
2.01E+12,5,9,2,3,1,0,0,0
2.01E+12,27,22,0,6,2,20,1,4400
2.01E+12,27,22,1,6,1,15,1,13900
2.01E+12,4,46,0,0,2,50,2,45000
2.01E+12,4,52,1,0,1,40,1,43000
2.01E+12,15,45,0,0,2,40,1,9600
2.01E+12,13,13,2,4,1,0,0,0
2.01E+12,11,0,5,0,1,0,0,0
2.01E+12,16,21,12,0,2,0,6,3000
2.01E+12,52,33,0,6,1,20,1,7000
2.01E+12,76,23,9,6,1,30,1,5580
2.01E+12,5,32,0,0,2,28,1,75010
2.01E+12,3,58,0,0,2,0,6,6304
2.01E+12,7,29,0,0,1,30,1,25000
2.01E+12,6,29,1,0,2,0,6,0
2.01E+12,4,11,2,4,2,0,0,0
2.01E+12,5,7,2,3,1,0,0,0
2.01E+12,5,6,2,3,2,0,0,0
2.01E+12,4,5,2,2,2,0,0,0
2.01E+12,5,3,2,0,2,0,0,0
2.01E+12,5,1,2,0,2,0,0,0
2.01E+12,4,0,2,0,2,0,0,0
2.01E+12,5,55,0,0,1,40,1,60000
2.01E+12,3,52,1,0,2,28,1,18000
2.01E+12,12,34,0,0,2,40,1,8900
2.01E+12,12,34,1,0,1,50,6,9500
2.01E+12,9,7,2,3,2,0,0,0
2.01E+12,9,5,2,1,2,0,0,0
2.01E+12,10,2,2,0,2,0,0,0
2.01E+12,20,30,0,0,2,40,1,42000
2.01E+12,17,38,1,0,1,40,1,66000
2.01E+12,14,4,2,1,1,0,0,0
2.01E+12,21,47,0,0,1,40,1,114885
2.01E+12,18,47,1,0,2,40,1,28000
2.01E+12,50,25,0,0,2,40,1,30000
2.01E+12,57,4,2,1,1,0,0,0
2.01E+12,78,29,9,0,2,40,1,35000
2.01E+12,51,33,10,0,1,12,1,40000
2.01E+12,43,10,12,4,1,0,0,0
2.01E+12,42,5,12,2,1,0,0,0
2.01E+12,13,63,0,0,2,0,6,7220
2.01E+12,12,68,1,0,1,40,6,44900
2.01E+12,32,17,14,6,2,0,6,0
2.01E+12,14,53,0,0,1,48,1,83000
2.01E+12,22,48,1,0,2,0,6,0
2.01E+12,5,72,0,0,1,0,6,17200
2.01E+12,5,72,1,0,2,0,6,6800
2.01E+12,14,58,0,0,1,60,1,331000
2.01E+12,18,53,1,0,2,50,1,20000
2.01E+12,21,36,0,0,1,0,6,11000
2.01E+12,20,21,1,0,2,30,1,8000
2.01E+12,20,69,0,0,1,5,1,204000
2.01E+12,22,65,1,0,2,40,1,90400
2.01E+12,19,12,5,4,2,0,0,0
2.01E+12,21,47,0,0,2,40,1,35000
2.01E+12,11,51,0,0,1,40,1,206000
2.01E+12,12,52,1,0,2,30,1,5000
2.01E+12,21,28,2,6,2,20,1,2000
2.01E+12,27,27,2,0,1,40,1,25000
2.01E+12,22,29,6,0,2,30,1,20000
2.01E+12,12,36,0,0,2,50,1,75000
2.01E+12,15,25,0,0,1,40,1,11900
2.01E+12,17,80,0,0,1,0,6,13200
2.01E+12,16,73,1,0,2,0,6,7700
2.01E+12,15,51,2,0,1,23,1,4800
2.01E+12,5,31,0,0,2,30,1,20020
2.01E+12,4,32,1,0,1,45,1,35000
2.01E+12,13,10,2,3,1,0,0,0
2.01E+12,13,7,2,3,1,0,0,0
2.01E+12,15,53,7,0,2,0,6,61600
2.01E+12,18,39,0,0,1,40,1,48200
2.01E+12,30,35,9,0,2,30,1,30000
2.01E+12,19,16,12,5,1,0,6,0
2.01E+12,17,14,12,5,2,0,0,0
2.01E+12,16,55,0,0,1,60,1,134000
2.01E+12,20,54,1,0,2,0,6,10000
2.01E+12,23,67,0,0,2,40,1,1200
2.01E+12,35,93,4,0,2,0,6,7200
2.01E+12,26,67,7,0,1,0,6,10800
2.01E+12,18,26,0,0,1,50,1,36000
2.01E+12,13,24,1,0,2,36,1,20000
2.01E+12,11,4,2,1,2,0,0,0
2.01E+12,19,53,0,0,2,50,1,120000
2.01E+12,14,55,1,0,1,40,1,80000
2.01E+12,10,53,0,0,2,50,1,30800
2.01E+12,26,46,0,0,1,32,6,8000
2.01E+12,9,26,0,0,1,40,1,39500
2.01E+12,9,21,1,0,2,0,6,0
2.01E+12,8,1,2,0,1,0,0,0
2.01E+12,27,34,0,0,2,36,1,10100
2.01E+12,29,34,1,0,1,40,1,200
2.01E+12,31,15,2,5,2,0,0,0
2.01E+12,23,11,2,4,1,0,0,0
2.01E+12,67,46,0,0,1,45,1,84000
2.01E+12,65,40,1,0,2,0,6,8400
2.01E+12,41,7,2,2,2,0,0,0
2.01E+12,31,27,0,7,1,20,1,4200
2.01E+12,9,22,0,7,1,20,1,6000
2.01E+12,8,22,10,0,2,8,3,720
2.01E+12,23,63,0,0,2,8,1,26100
2.01E+12,14,61,0,0,1,0,6,28800
2.01E+12,17,60,1,0,2,0,6,0
2.01E+12,27,41,0,0,2,40,1,21000
2.01E+12,27,16,2,5,2,20,3,1100
2.01E+12,20,12,2,4,1,0,0,0
2.01E+12,30,78,7,0,1,32,1,820
2.01E+12,19,48,0,0,2,38,1,22000
2.01E+12,20,41,1,0,1,40,1,50000
2.01E+12,32,19,2,6,1,20,1,9000
2.01E+12,15,16,2,5,2,0,6,0
2.01E+12,10,62,0,0,1,50,1,66950
2.01E+12,5,48,1,0,2,40,1,36000
2.01E+12,21,64,0,0,2,40,1,21000
2.01E+12,13,30,0,0,1,40,1,45000
2.01E+12,12,27,1,0,2,30,6,21000
2.01E+12,10,1,2,0,2,0,0,0
2.01E+12,3,57,0,0,1,40,1,43830
2.01E+12,3,54,1,0,2,40,1,38000
2.01E+12,11,60,0,0,1,0,6,12500
2.01E+12,9,59,1,0,2,0,6,6100
2.01E+12,12,28,2,0,2,0,6,6900
2.01E+12,17,54,0,0,2,40,1,30000
2.01E+12,25,19,14,6,1,25,1,5000
2.01E+12,26,77,0,0,1,0,6,38000
2.01E+12,25,75,1,0,2,0,6,6500
2.01E+12,4,43,0,0,1,45,1,80000
2.01E+12,5,45,1,0,2,24,1,14400
2.01E+12,3,11,2,4,2,0,0,0
2.01E+12,4,9,2,3,2,0,0,0
2.01E+12,5,8,2,3,1,0,0,0
2.01E+12,11,66,0,0,1,35,1,225400
2.01E+12,13,56,1,0,2,0,6,0
2.01E+12,22,75,0,0,1,0,6,28690
2.01E+12,20,75,1,0,2,0,6,24200
2.01E+12,50,61,0,0,1,60,1,20000
2.01E+12,63,51,1,0,2,60,1,20000
2.01E+12,3,69,0,0,2,20,1,79000
2.01E+12,2,73,1,0,1,0,6,85400
2.01E+12,13,33,0,0,2,16,1,1
2.01E+12,14,33,1,0,1,40,1,40000
2.01E+12,10,8,2,3,2,0,0,0
2.01E+12,10,3,2,0,2,0,0,0
2.01E+12,17,47,0,0,1,80,1,42000
2.01E+12,17,44,1,6,2,0,6,0
2.01E+12,18,16,2,5,1,40,1,5300
2.01E+12,13,11,2,4,1,0,0,0
2.01E+12,14,73,0,0,1,0,6,14000
2.01E+12,17,69,1,0,2,0,6,7500
2.01E+12,8,23,0,6,2,15,1,10600
2.01E+12,10,0,2,0,2,0,0,0
2.01E+12,40,20,0,6,2,30,1,7500
2.01E+12,3,50,0,0,1,40,1,30000
2.01E+12,5,44,1,0,2,40,1,12000
2.01E+12,10,93,13,0,2,0,6,6000
2.01E+12,24,46,0,0,2,20,1,10000
2.01E+12,27,15,2,5,2,0,0,6000
2.01E+12,11,85,0,0,2,0,6,15100
2.01E+12,25,55,0,0,1,50,1,61000
2.01E+12,23,55,1,0,2,0,6,0
2.01E+12,11,24,0,6,1,10,1,2000
2.01E+12,17,22,0,6,2,30,1,6200
2.01E+12,17,24,10,6,1,40,6,9900
2.01E+12,16,70,0,0,1,0,6,61900
2.01E+12,64,20,0,6,1,0,6,11700
2.01E+12,17,70,0,0,2,0,6,9300
2.01E+12,18,84,1,0,1,0,6,10100
2.01E+12,5,57,0,0,1,60,2,40800
2.01E+12,3,53,1,0,2,40,1,20000
2.01E+12,63,67,0,0,1,30,1,185600
2.01E+12,66,59,1,0,2,50,1,25000
2.01E+12,14,21,0,6,1,45,6,6000
2.01E+12,16,61,0,0,1,30,1,39700
2.01E+12,19,61,0,0,2,0,6,0
2.01E+12,21,63,1,0,1,40,1,51300
2.01E+12,13,72,0,0,2,0,6,5200
2.01E+12,29,64,0,0,1,40,1,36000
2.01E+12,18,24,0,7,1,25,6,4700
2.01E+12,19,54,0,0,1,0,6,24600
2.01E+12,12,32,0,0,1,45,1,60000
2.01E+12,12,31,1,0,2,0,6,0
2.01E+12,9,4,2,0,2,0,0,0
2.01E+12,19,80,0,0,2,0,6,9400
2.01E+12,5,48,0,0,2,40,1,4900
2.01E+12,3,52,1,0,1,15,1,22800
2.01E+12,3,14,2,5,1,0,0,0
2.01E+12,4,13,2,4,1,0,0,0
2.01E+12,29,74,0,0,2,0,6,35000
2.01E+12,28,56,0,0,1,0,6,14000
2.01E+12,5,56,0,0,2,45,1,45000
2.01E+12,19,49,0,0,2,40,1,13000
2.01E+12,19,49,1,0,1,56,1,75200
2.01E+12,16,56,0,0,2,30,1,30000
2.01E+12,72,25,0,0,2,0,6,6000
2.01E+12,48,24,1,0,1,0,6,0
2.01E+12,58,26,0,7,2,7,1,8000
2.01E+12,20,57,0,0,1,0,6,30000
2.01E+12,21,42,1,0,2,40,1,21000
2.01E+12,65,10,2,3,2,0,0,0
2.01E+12,50,6,2,2,1,0,0,0
2.01E+12,21,32,0,0,2,40,1,26700
2.01E+12,5,94,0,0,1,0,6,21000
2.01E+12,3,60,0,0,2,40,1,18800
2.01E+12,6,18,5,6,2,15,1,3700
2.01E+12,25,60,0,0,1,0,6,42300
2.01E+12,12,50,0,0,1,32,1,18000
2.01E+12,29,38,1,0,2,50,1,30000
2.01E+12,24,15,7,5,2,0,0,0
2.01E+12,22,66,0,7,2,30,1,114950
2.01E+12,24,72,1,0,1,3,1,15250
2.01E+12,13,35,0,0,1,50,1,25701
2.01E+12,13,38,1,0,2,0,6,185000
2.01E+12,13,2,2,0,1,0,0,0
2.01E+12,13,1,2,0,1,0,0,0
2.01E+12,14,35,0,0,1,48,1,92000
2.01E+12,19,18,14,6,2,24,6,2000
2.01E+12,22,28,0,0,1,40,1,17000
2.01E+12,26,69,0,0,2,0,6,31000
2.01E+12,16,56,0,0,1,25,1,30000
2.01E+12,35,76,0,0,1,0,6,20700
2.01E+12,31,45,2,0,2,0,6,0
2.01E+12,34,22,5,0,1,40,6,18000
2.01E+12,23,45,0,0,1,45,1,40000
2.01E+12,18,44,1,0,2,35,1,22000
2.01E+12,22,20,2,6,2,0,3,0
2.01E+12,18,60,0,0,2,40,1,38000
2.01E+12,17,63,0,0,2,0,6,8200
2.01E+12,9,45,0,0,2,50,1,44000
2.01E+12,49,36,0,0,2,0,6,18000
2.01E+12,48,37,1,0,1,45,1,95000
2.01E+12,46,7,2,3,1,0,0,0
2.01E+12,21,49,0,0,1,40,1,204500
2.01E+12,18,52,1,0,2,20,1,52000
2.01E+12,20,73,0,0,1,0,6,32800
2.01E+12,20,69,1,0,2,0,6,8000
2.01E+12,14,76,0,0,1,0,6,43300
2.01E+12,10,44,0,0,1,40,1,26600
2.01E+12,10,42,1,0,2,40,1,29000
2.01E+12,20,18,14,6,1,0,6,0
2.01E+12,2,36,0,6,2,30,2,2000
2.01E+12,3,38,1,0,1,50,1,75000
2.01E+12,2,15,2,5,1,0,0,0
2.01E+12,3,11,2,4,2,0,0,0
2.01E+12,4,6,2,3,2,0,0,0
2.01E+12,7,3,2,0,1,0,0,0
2.01E+12,3,15,2,4,1,0,0,0
2.01E+12,8,56,0,0,2,32,1,65060
2.01E+12,9,63,1,0,1,0,6,8000
2.01E+12,20,18,14,6,2,8,1,2000
2.01E+12,17,52,0,0,2,0,6,7600
2.01E+12,15,60,0,0,2,37,1,18300
2.01E+12,17,58,1,0,1,50,1,42300
2.01E+12,15,67,0,0,2,0,6,40100
2.01E+12,16,69,10,0,1,0,6,27000
2.01E+12,19,64,0,0,2,0,6,34200
2.01E+12,26,55,0,0,1,60,1,187000
2.01E+12,22,55,1,0,2,0,6,0
2.01E+12,4,65,0,0,2,35,1,29800
2.01E+12,20,63,0,0,1,38,1,323500
2.01E+12,17,58,1,0,2,30,1,91000
2.01E+12,12,42,0,0,1,30,1,25000
2.01E+12,11,52,1,0,2,20,1,6000
2.01E+12,7,27,0,0,1,96,1,40000
2.01E+12,3,22,1,6,2,3,1,1600
2.01E+12,18,80,0,0,1,0,6,251500
2.01E+12,13,78,1,0,2,0,6,0
2.01E+12,15,45,0,0,1,45,1,48400
2.01E+12,16,11,2,4,1,0,0,0
2.01E+12,64,37,0,0,2,0,6,0
2.01E+12,65,39,1,0,1,40,1,48000
2.01E+12,67,17,2,5,2,20,1,2000
2.01E+12,74,14,2,4,2,0,0,0
2.01E+12,10,25,0,0,2,0,6,0
2.01E+12,11,2,2,0,1,0,0,0
2.01E+12,10,64,0,0,1,40,1,116450
2.01E+12,10,61,1,0,2,0,6,50
2.01E+12,20,70,0,0,2,0,6,27800
2.01E+12,6,65,0,0,1,0,3,14400
2.01E+12,4,46,1,0,2,50,1,44600
2.01E+12,14,55,0,0,1,0,6,60570
2.01E+12,13,56,1,0,2,13,1,9400
2.01E+12,53,36,0,6,1,70,4,38400
2.01E+12,34,23,1,0,2,0,6,0
2.01E+12,73,0,2,0,1,0,0,0
2.01E+12,21,64,0,0,2,10,1,8400
2.01E+12,16,76,1,0,1,0,6,12000
2.01E+12,13,64,0,0,1,50,1,65300
2.01E+12,13,64,1,0,2,0,6,0
2.01E+12,11,19,0,6,1,40,1,5000
2.01E+12,12,19,9,6,1,18,6,1200
2.01E+12,12,19,9,6,1,40,6,26000
2.01E+12,21,66,0,0,1,0,6,7400
2.01E+12,21,65,1,0,2,40,1,69000
2.01E+12,41,40,2,0,2,50,1,20000
2.01E+12,18,73,0,0,1,50,1,36700
2.01E+12,18,38,0,0,2,55,1,60000
2.01E+12,13,50,1,0,1,50,1,70000
2.01E+12,11,34,0,0,1,40,1,12000
2.01E+12,26,23,0,0,1,40,1,73000
2.01E+12,2,63,0,0,1,0,6,2660
2.01E+12,3,61,1,0,2,5,1,4800
2.01E+12,19,59,0,6,2,10,1,31080
2.01E+12,61,77,0,0,1,20,1,96500
2.01E+12,64,22,9,6,2,20,1,7800
2.01E+12,20,46,0,0,1,44,1,70000
2.01E+12,10,61,0,0,2,40,1,34500
2.01E+12,6,48,0,0,1,0,3,0
2.01E+12,13,65,0,0,1,60,1,25800
2.01E+12,14,59,1,0,2,0,6,0
2.01E+12,4,37,0,0,1,45,1,54000
2.01E+12,7,2,2,0,2,0,0,0
2.01E+12,6,1,2,0,2,0,0,0
2.01E+12,5,32,10,0,2,20,6,7800
2.01E+12,17,20,14,6,2,30,6,2000
2.01E+12,12,27,0,6,1,30,1,13160
2.01E+12,13,8,2,3,2,0,0,0
2.01E+12,8,19,10,6,2,30,1,16000
2.01E+12,26,18,0,0,2,20,1,1000
2.01E+12,28,19,9,0,2,20,1,6400
2.01E+12,15,55,0,0,1,45,1,47000
2.01E+12,17,20,2,0,1,40,1,33000
2.01E+12,15,76,0,0,1,0,6,61700
2.01E+12,24,72,1,0,2,0,6,49000
2.01E+12,19,37,0,0,1,48,1,62001
2.01E+12,20,37,1,0,2,48,1,40000
2.01E+12,26,11,2,4,1,0,0,0
2.01E+12,22,8,2,3,2,0,0,0
2.01E+12,33,84,13,0,2,0,6,13500
2.01E+12,19,35,0,0,1,40,1,40000
2.01E+12,23,28,1,0,2,0,6,0
2.01E+12,19,79,0,0,2,0,6,23000
2.01E+12,14,82,1,0,1,0,6,12000
2.01E+12,20,57,0,0,1,30,1,13200
2.01E+12,18,59,1,0,2,50,1,52000
2.01E+12,23,70,0,0,2,0,6,32000
2.01E+12,8,27,0,0,1,45,1,225000
2.01E+12,20,19,14,6,1,20,1,6800
2.01E+12,17,34,0,0,1,40,1,38000
2.01E+12,16,32,1,0,2,32,1,54000
2.01E+12,19,2,2,0,1,0,0,0
2.01E+12,69,38,0,0,1,40,1,18000
2.01E+12,83,28,10,0,2,0,6,5000
2.01E+12,22,78,0,0,1,0,6,14700
2.01E+12,19,71,1,0,2,0,6,11100
2.01E+12,18,16,5,5,1,0,6,0
2.01E+12,14,51,0,0,1,60,1,59900
2.01E+12,21,43,1,6,2,36,1,62000
2.01E+12,17,48,0,0,2,40,1,21800
2.01E+12,17,17,2,5,1,15,6,2300
2.01E+12,13,43,0,0,1,40,1,120000
2.01E+12,22,16,2,5,2,5,1,500
2.01E+12,13,14,2,4,1,0,0,0
2.01E+12,13,40,10,7,2,40,1,90000
2.01E+12,21,15,12,5,2,0,0,0
2.01E+12,13,12,12,4,2,0,0,0
2.01E+12,14,35,0,0,2,45,1,100000
2.01E+12,15,36,1,0,1,40,1,40000
2.01E+12,23,64,0,0,1,0,6,68000
2.01E+12,20,54,1,0,2,40,1,45000
2.01E+12,37,59,0,0,1,40,1,68000
2.01E+12,33,52,1,0,2,40,1,6000
2.01E+12,20,54,0,0,2,35,6,5000
2.01E+12,32,29,2,0,1,40,1,10000
2.01E+12,12,37,0,0,1,50,1,83000
2.01E+12,14,30,1,0,2,0,6,0
2.01E+12,11,3,2,0,2,0,0,0
2.01E+12,11,0,2,0,1,0,0,0
2.01E+12,16,19,0,6,2,10,1,4500
2.01E+12,39,20,9,6,2,20,1,6000
2.01E+12,18,19,9,6,2,10,6,4500
2.01E+12,19,50,0,0,1,30,1,30000
2.01E+12,22,66,0,0,1,0,6,52300
2.01E+12,20,63,1,0,2,0,6,7000
2.01E+12,23,75,0,0,1,0,6,11100
2.01E+12,16,75,1,0,2,0,6,7500
2.01E+12,26,46,0,0,1,50,1,160200
2.01E+12,20,43,1,0,2,40,1,40000
2.01E+12,27,17,2,5,1,12,1,2500
2.01E+12,19,14,2,5,2,0,0,0
2.01E+12,16,78,0,0,2,0,6,6000
2.01E+12,23,69,0,0,1,0,6,18300
2.01E+12,23,65,1,0,2,0,6,18300
2.01E+12,19,57,0,0,1,45,1,90000
2.01E+12,14,54,1,0,2,2,6,400
2.01E+12,22,43,0,0,2,43,1,48000
2.01E+12,43,35,3,6,1,35,1,20000
2.01E+12,10,20,0,6,1,20,1,23000
2.01E+12,10,19,9,6,1,60,3,16000
2.01E+12,20,59,0,0,1,0,6,16000
2.01E+12,17,52,1,0,2,40,1,16000
2.01E+12,16,60,0,0,1,8,6,51000
2.01E+12,14,59,1,0,2,40,1,40000
2.01E+12,13,65,0,0,1,20,1,131100
2.01E+12,14,62,1,0,2,10,1,17700
2.01E+12,24,25,0,0,1,57,1,40000
2.01E+12,3,75,0,0,1,0,6,13400
2.01E+12,6,72,1,0,2,0,6,7400
2.01E+12,4,63,0,0,1,0,6,7700
2.01E+12,4,54,1,0,2,0,6,0
2.01E+12,25,58,0,0,1,40,1,37760
2.01E+12,17,81,0,0,2,0,6,1100
2.01E+12,33,88,13,0,2,0,6,10700
2.01E+12,18,21,0,6,2,3,1,1000
2.01E+12,20,21,9,6,2,40,6,4000
2.01E+12,20,20,9,6,2,25,1,11600
2.01E+12,19,20,9,6,2,40,6,2000
2.01E+12,11,75,0,0,2,0,6,22200
2.01E+12,18,49,0,0,2,30,1,323000
2.01E+12,15,21,0,6,2,32,2,2200
2.01E+12,15,28,0,7,2,30,1,15300
2.01E+12,8,64,0,0,1,40,6,22700
2.01E+12,8,67,1,0,2,0,6,2000
2.01E+12,20,53,0,0,1,40,1,4200
2.01E+12,12,72,0,0,1,40,6,37500
2.01E+12,13,62,1,0,2,40,1,93000
2.01E+12,23,36,0,0,2,0,6,0
2.01E+12,22,42,1,0,1,45,1,90450
2.01E+12,14,9,2,3,1,0,0,0
2.01E+12,14,7,2,3,1,0,0,0
2.01E+12,9,4,2,1,2,0,0,0
2.01E+12,14,56,0,0,1,40,1,40490
2.01E+12,13,57,0,0,2,0,6,23100
2.01E+12,19,61,0,0,1,0,6,29300
2.01E+12,8,69,0,0,1,40,1,86800
2.01E+12,8,62,1,0,2,0,6,0
2.01E+12,15,80,0,0,1,0,6,32700
2.01E+12,12,71,1,0,2,0,6,7300
2.01E+12,13,57,0,0,2,32,2,9200
2.01E+12,14,57,1,0,1,37,1,16400
2.01E+12,20,37,0,0,2,0,6,7600
2.01E+12,19,15,2,5,1,0,0,1700
2.01E+12,26,11,2,3,1,0,0,0
2.01E+12,22,10,2,3,2,0,0,0
2.01E+12,20,41,10,0,1,0,6,3800
2.01E+12,23,76,0,0,1,0,6,103500
2.01E+12,16,76,1,0,2,0,6,3400
2.01E+12,13,59,0,0,2,40,1,156000
2.01E+12,11,68,1,0,1,0,6,20000
2.01E+12,24,60,0,0,1,0,6,39600
2.01E+12,22,65,0,0,1,44,1,58000
2.01E+12,20,61,1,0,2,43,1,30400
2.01E+12,85,22,14,6,1,40,6,3500
2.01E+12,13,50,0,0,2,40,2,136000
2.01E+12,5,70,0,0,2,24,6,32800
2.01E+12,4,47,2,0,1,57,1,58000
2.01E+12,3,42,2,0,1,55,1,73000
2.01E+12,4,38,2,0,1,45,1,66000
2.01E+12,12,86,0,0,2,0,6,87600
2.01E+12,7,94,13,0,2,0,6,7200
2.01E+12,19,76,0,0,2,0,6,11300
2.01E+12,3,22,0,0,1,70,1,47000
2.01E+12,2,22,10,0,2,40,1,24000
2.01E+12,5,67,0,0,1,0,6,62600
2.01E+12,4,68,1,0,2,0,6,7000
2.01E+12,10,45,2,0,1,0,3,1900
2.01E+12,34,79,13,0,2,0,6,13380
2.01E+12,18,25,0,0,2,60,1,52290
2.01E+12,21,31,1,0,1,30,1,20000
2.01E+12,9,6,2,2,1,0,0,0
2.01E+12,27,2,2,0,2,0,0,0
2.01E+12,14,73,0,0,2,0,6,12600
2.01E+12,10,59,13,0,1,0,6,9600
2.01E+12,25,52,0,0,1,0,3,0
2.01E+12,15,38,0,0,2,40,1,55000
2.01E+12,14,15,2,5,1,0,0,500
2.01E+12,18,13,2,4,2,0,0,0
2.01E+12,15,49,0,0,1,50,1,42000
2.01E+12,12,48,1,0,2,40,1,12000
2.01E+12,12,28,0,6,2,40,1,25800
2.01E+12,13,34,1,0,1,40,1,30000
2.01E+12,24,10,2,3,2,0,0,0
2.01E+12,18,8,2,3,1,0,0,0
2.01E+12,28,2,2,0,2,0,0,0
2.01E+12,20,57,0,0,1,45,1,69000
2.01E+12,17,56,1,0,2,0,6,0
2.01E+12,14,53,0,0,2,10,1,6600
2.01E+12,15,59,1,0,1,45,1,34000
2.01E+12,20,17,2,5,2,2,1,300
2.01E+12,12,14,2,4,1,0,0,0
2.01E+12,24,52,0,0,2,30,1,33000
2.01E+12,25,47,10,0,1,40,1,32000
2.01E+12,11,66,0,0,1,0,6,21000
2.01E+12,17,65,1,0,2,0,6,5000
2.01E+12,19,41,0,0,1,40,1,-996
2.01E+12,24,47,0,0,1,0,6,5500
2.01E+12,8,21,0,0,1,50,6,32000
2.01E+12,14,21,9,0,1,40,1,25000
2.01E+12,12,26,13,0,1,40,6,1000
2.01E+12,3,89,0,0,1,0,6,14400
2.01E+12,13,37,0,6,1,0,6,29400
2.01E+12,19,63,0,0,2,0,6,9100
2.01E+12,10,69,0,0,1,42,1,50000
2.01E+12,17,22,14,6,2,30,6,2000
2.01E+12,33,47,14,0,2,15,1,8400
2.01E+12,19,48,0,0,2,18,1,12000
2.01E+12,28,49,1,0,1,70,1,48000
2.01E+12,78,42,0,0,1,30,1,2600
2.01E+12,22,18,14,6,2,0,6,8000
2.01E+12,3,56,0,0,1,50,1,48000
2.01E+12,7,18,2,6,1,45,1,9000
2.01E+12,3,52,10,0,2,40,1,17000
2.01E+12,25,70,0,0,1,0,6,17800
2.01E+12,4,63,0,0,1,50,1,39630
2.01E+12,4,64,1,0,2,4,1,6530
2.01E+12,14,53,0,0,1,48,1,56800
2.01E+12,4,39,0,0,2,33,1,8000
2.01E+12,3,41,1,0,1,40,1,26400
2.01E+12,4,11,2,4,1,0,0,0
2.01E+12,3,9,2,3,1,0,0,0
2.01E+12,14,58,0,0,2,15,1,23000
2.01E+12,15,90,4,0,2,50,6,52500
2.01E+12,11,54,0,0,2,0,6,7600
2.01E+12,68,30,0,0,2,40,3,22600
2.01E+12,66,33,9,0,1,40,1,23300
2.01E+12,8,60,0,0,2,20,1,24000
2.01E+12,9,68,1,0,1,20,6,15000
2.01E+12,10,14,5,5,2,0,0,0
2.01E+12,11,12,5,4,1,0,0,0
2.01E+12,11,9,5,3,1,0,0,0
2.01E+12,23,26,0,0,1,40,1,31000
2.01E+12,20,55,0,0,1,70,1,130000
2.01E+12,19,55,1,0,2,40,1,26500
2.01E+12,25,24,2,6,2,20,1,3300
2.01E+12,32,19,2,0,1,40,1,17000
